,capability,color,decorative,family,file,fontformat,fontversion,foundry,fullname,index,langs,outline,postscriptname,scalable,scripts,slant,style,symbol,variable,weight,width,antialias,pixelsize,spacing,size
30,otlayout:hebr,False,False,"[('en', 'Aharoni')]",ml_reader_fonts/ahronbd.ttf,TrueType,328991,    ,"[('en', 'Aharoni Bold'), ('ca', 'Aharoni Negreta'), ('cs', 'Aharoni tučné'), ('da', 'Aharoni fed'), ('de', 'Aharoni Fett'), ('el', 'Aharoni Έντονα'), ('es', 'Aharoni Negrita'), ('fi', 'Aharoni Lihavoitu'), ('fr', 'Aharoni Gras'), ('hu', 'Aharoni Félkövér'), ('it', 'Aharoni Grassetto'), ('nl', 'Aharoni Vet'), ('no', 'Aharoni Halvfet'), ('pl', 'Aharoni Pogrubiony'), ('pt', 'Aharoni Negrito'), ('ru', 'Aharoni Полужирный'), ('sv', 'Aharoni Fet'), ('tr', 'Aharoni Kalın'), ('sl', 'Aharoni Krepko'), ('eu', 'Aharoni Lodia')]",0,sw rw kj ng io uz st sn ho he ia kwm nr zu om ss yi ms za rn xh so ts fj,True,Aharoni-Bold,True,common hebrew latin unknown,0,"[('en', 'Bold'), ('ca', 'Negreta'), ('cs', 'tučné'), ('da', 'fed'), ('de', 'Fett'), ('el', 'Έντονα'), ('es', 'Negrita'), ('fi', 'Lihavoitu'), ('fr', 'Gras'), ('hu', 'Félkövér'), ('it', 'Grassetto'), ('nl', 'Vet'), ('no', 'Halvfet'), ('pl', 'Pogrubiony'), ('pt', 'Negrito'), ('ru', 'Полужирный'), ('sv', 'Fet'), ('tr', 'Kalın'), ('sl', 'Krepko'), ('eu', 'Lodia')]",False,False,200.0,100.0,,,,
31,,False,False,"[('en', 'Aharoni CLM')]",Type1/AharoniCLM-Bold.pfa,Type 1,0,culmus,"[('en', 'Aharoni CLM Bold')]",0,sw rw kj ng io uz st sn ho he ia kwm nr zu om ss yi ms za rn xh so ts fj,True,AharoniCLM-Bold,True,common hebrew inherited latin unknown,0,"[('en', 'Bold')]",False,False,200.0,100.0,,,,
32,,False,False,"[('en', 'Aharoni CLM')]",Type1/AharoniCLM-BoldOblique.pfa,Type 1,0,culmus,"[('en', 'Aharoni CLM Bold Oblique')]",0,sw rw kj ng io uz st sn ho he ia kwm nr zu om ss yi ms za rn xh so ts fj,True,AharoniCLM-BoldOblique,True,common hebrew inherited latin unknown,110,"[('en', 'Bold Oblique')]",False,False,200.0,100.0,,,,
33,,False,False,"[('en', 'Aharoni CLM')]",Type1/AharoniCLM-Book.pfa,Type 1,0,culmus,"[('en', 'Aharoni CLM Book')]",0,sw rw kj ng io uz st sn ho he ia kwm nr zu om ss yi ms za rn xh so ts fj,True,AharoniCLM-Book,True,common hebrew inherited latin unknown,0,"[('en', 'Book')]",False,False,75.0,100.0,,,,
34,,False,False,"[('en', 'Aharoni CLM')]",Type1/AharoniCLM-BookOblique.pfa,Type 1,0,culmus,"[('en', 'Aharoni CLM Book Oblique')]",0,sw rw kj ng io uz st sn ho he ia kwm nr zu om ss yi ms za rn xh so ts fj,True,AharoniCLM-BookOblique,True,common hebrew inherited latin unknown,110,"[('en', 'Book Oblique')]",False,False,75.0,100.0,,,,
35,otlayout:latn otlayout:xsux,False,False,"[('en', 'Akkadian')]",FREE/Akkadian_hint.ttf,TrueType,469893,Free,"[('en', 'Akkadian')]",0,lg sw sm rw kj ng su id io uz st sn jv ho ia kwm nr to zu om ss ms za rn xh so ts fj,True,Akkadian,True,common cuneiform inherited latin,0,"[('en', 'Regular')]",False,False,80.0,87.0,,,,
36,otlayout:DFLT otlayout:bali otlayout:latn otlayout:thai,False,False,"[('en', 'Aksara Bali'), ('en', 'sans-serif')]",HL/AksaraBali.ttf,TrueType,203162,HL  ,"[('en', 'Aksara Bali')]",0,nb tl an yap sw en sc gl gd fy rw kj fil pap-aw es mg ng nn nl is su id da io aa br gv pt ch smj st uz it oc no fo sn wa jv ay eu ho bi sq sv ia kwm nr zu so ie nds rm de vo om ss ms za lb sg rn sma pap-an xh li ts ht fur fj,True,AksaraBali,True,balinese common inherited latin unknown,0,"[('en', 'Regular')]",False,False,80.0,100.0,,,,
37,otlayout:latn,False,False,"[('en', 'Aksara Bali Galang')]",BEMB/AksaraBaliGalang-Regular.ttf,TrueType,65536,bemb,"[('en', 'Aksara Bali Galang')]",0,,True,AksaraBaliGalang-Regular,True,balinese common inherited,0,"[('en', 'Regular')]",False,False,80.0,100.0,,,,
38,otlayout:arab otlayout:latn,False,False,"[('en', 'AlArabiya')]",PYRS/ae_AlArabiya.ttf,TrueType,137625,PYRS,"[('en', 'AlArabiya')]",0,an en gl tr smn kj hr mt is gn st no wa se af kwm nr cy hsb co sk vo om mh sma pap-an xh li vot nb sw ar mi ve et gd fil fr lv crh gv ch ro wo oc jv lt fi zu nds rm ss ms sl pl rn csb so tn fur tk bs sc ga rw la es cs mg nso eo ca ig da io smj pt uz it sn ny fo ho eu ku-tr ia ie sg fj ast lg tl hu yap kl ki fy wen pap-aw ng nn nl su id aa br ay sv sq bi kw de za na lb ts ht,True,AlArabiya,True,arabic common inherited latin,0,"[('en', 'Regular')]",False,False,80.0,100.0,,,,
39,otlayout:arab otlayout:latn,False,False,"[('en', 'AlBattar')]",PYRS/ae_AlBattar.ttf,TrueType,65536,PYRS,"[('en', 'AlBattar')]",0,an en gl tr smn kj hr mt is gn st no wa se af kwm nr cy hsb co sk vo om mh sma pap-an xh li vot nb sw ar mi ve et gd fil fr lv crh gv ch ro wo oc jv lt fi zu nds rm ss ms sl pl rn csb so tn fur tk bs sc ga rw la es cs mg nso eo ca ig da io smj pt uz it sn ny fo ho eu ku-tr ia ie sg fj ast lg tl hu yap kl ki fy wen pap-aw ng nn nl su id aa br ay sv sq bi kw de za na lb ts ht,True,AlBattar,True,arabic common inherited latin,0,"[('en', 'Regular')]",False,False,80.0,100.0,,,,
40,otlayout:arab otlayout:latn,False,False,"[('en', 'AlHor')]",PYRS/ae_AlHor.ttf,TrueType,65536,PYRS,"[('en', 'AlHor')]",0,an en gl tr smn kj hr mt is gn st no wa se af kwm nr cy hsb co sk vo om mh sma pap-an xh li vot nb sw ar mi ve et gd fil fr lv crh gv ch ro wo oc jv lt fi zu nds rm ss ms sl pl rn csb so tn fur tk bs sc ga rw la es cs mg nso eo ca ig da io smj pt uz it sn ny fo ho eu ku-tr ia ie sg fj ast lg tl hu yap kl ki fy wen pap-aw ng nn nl su id aa br ay sv sq bi kw de za na lb ts ht,True,AlHor,True,arabic common inherited latin,0,"[('en', 'Regular')]",False,False,80.0,100.0,,,,
41,otlayout:arab otlayout:latn,False,False,"[('en', 'AlManzomah')]",PYRS/ae_AlManzomah.ttf,TrueType,65536,PYRS,"[('en', 'AlManzomah')]",0,an en gl tr smn kj hr mt is gn st no wa se af kwm nr cy hsb co sk vo om mh sma pap-an xh li vot nb sw ar mi ve et gd fil fr lv crh gv ch ro wo oc jv lt fi zu nds rm ss ms sl pl rn csb so tn fur tk bs sc ga rw la es cs mg nso eo ca ig da io smj pt uz it sn ny fo ho eu ku-tr ia ie sg fj ast lg tl hu yap kl ki fy wen pap-aw ng nn nl su id aa br ay sv sq bi kw de za na lb ts ht,True,AlManzomah,True,arabic common inherited latin,0,"[('en', 'Regular')]",False,False,80.0,100.0,,,,
42,otlayout:arab otlayout:latn,False,False,"[('en', 'AlYarmook')]",PYRS/ae_AlYarmook.ttf,TrueType,137625,PYRS,"[('en', 'AlYermook'), ('en', 'AlYarmook')]",0,an en gl tr smn kj hr mt is gn st no wa se af kwm nr cy hsb co sk vo om mh sma pap-an xh li vot nb sw ar mi ve et gd fil fr lv crh gv ch ro wo oc jv lt fi zu nds rm ss ms sl pl rn csb so tn fur tk bs sc ga rw la es cs mg nso eo ca ig da io smj pt uz it sn ny fo ho eu ku-tr ia ie sg fj ast lg tl hu yap kl ki fy wen pap-aw ng nn nl su id aa br ay sv sq bi kw de za na lb ts ht,True,AlYarmook,True,arabic common inherited latin,0,"[('en', 'Regular')]",False,False,80.0,100.0,,,,
43,,False,False,"[('en', 'Alaam')]",Cakm/Alaam.ttf,TrueType,73400,Suz,"[('en', 'Alaam')]",0,an en gl kj is st no wa kwm nr co vo om sma pap-an xh li vot nb sw et gd fil fr gv ch oc jv fi zu nds rm ss ms rn so tn fur sc rw es mg nso da io smj pt uz it sn fo ho eu ia ie sg fj tl yap fy pap-aw ng nn nl su id aa br ay sv sq bi de za lb ts ht,True,Alaam,True,common latin,0,"[('en', 'Regular')]",False,False,80.0,100.0,,,,
44,otlayout:hebr otlayout:latn,False,False,"[('en', 'Alef')]",UKWN/Alef-Bold.ttf,TrueType,65667,UKWN,"[('en', 'Alef Bold')]",0,an en gl tr smn kj hr mt is st no wa se he kwm nr cy hsb co sk vo om mh sma pap-an xh li vot nb sw et gd fil fr lv crh gv ch ro wo oc jv lt fi zu nds rm ss ms sl pl rn csb so tn fur tk bs sc rw es cs mg nso ca da io smj pt uz it sn ny fo ho eu ku-tr ia ie yi sg fj lg tl hu yap fy wen pap-aw ng nn nl su id aa br ay sv sq bi de za lb ts ht,True,Alef-Bold,True,common hebrew latin unknown,0,"[('en', 'Bold')]",False,False,200.0,100.0,,,,
45,otlayout:hebr otlayout:latn,False,False,"[('en', 'Alef')]",UKWN/Alef-Regular.ttf,TrueType,65601,UKWN,"[('en', 'Alef Regular')]",0,an en gl tr smn kj hr mt is st no wa se he kwm nr cy hsb co sk vo om mh sma pap-an xh li vot nb sw et gd fil fr lv crh gv ch ro wo oc jv lt fi zu nds rm ss ms sl pl rn csb so tn fur tk bs sc rw es cs mg nso ca da io smj pt uz it sn ny fo ho eu ku-tr ia ie yi sg fj lg tl hu yap fy wen pap-aw ng nn nl su id aa br ay sv sq bi de za lb ts ht,True,Alef-Regular,True,common hebrew latin unknown,0,"[('en', 'Regular')]",False,False,80.0,100.0,,,,
46,otlayout:DFLT otlayout:cyrl otlayout:latn,False,False,"[('en', 'Alegreya'), ('en', 'Alegreya Black')]",HT/Alegreya-Black.ttf,TrueType,131268,HT  ,"[('en', 'Alegreya Black')]",0,an el en ty chm gl tr smn kj hr tyv cv mt is gn av st vi bin no wa se lez kwm nr cy hsb kk co sk vo om mh sma pap-an xh li vot tg nb sw az-az et gd sah fil mk sel fr lv nv crh gv ch qu ro wo oc ik jv ku-am lt fi to kum zu bg nds rm ss ms sl pl rn csb so tn fur quz tk bs os ru sm sc rw la es cs mg nso eo ky ca ig da io smj pt uz ce it sn ny fo ho eu kv uk ku-tr ia ie bua sg fj ast ba lg tl mo hu yap kl ki fy wen tt pap-aw ng nn nl su id haw aa br mn-mn sh ay sv sq bi kw sr de kaa be za na lb ts ht,True,Alegreya-Black,True,common cyrillic greek inherited latin,0,"[('en', 'Black'), ('en', 'Regular')]",False,False,210.0,100.0,,,,
47,otlayout:DFLT otlayout:cyrl otlayout:latn,False,False,"[('en', 'Alegreya'), ('en', 'Alegreya Black')]",HT/Alegreya-BlackItalic.ttf,TrueType,131268,HT  ,"[('en', 'Alegreya Black Italic')]",0,an el en ty chm gl tr smn kj hr tyv cv mt is gn av st vi bin no wa se lez kwm nr cy hsb kk co sk vo om mh sma pap-an xh li vot tg nb sw az-az et gd sah fil mk sel fr lv nv crh gv ch qu ro wo oc ik jv ku-am lt fi to kum zu bg nds rm ss ms sl pl rn csb so tn fur quz tk bs os ru sm sc rw la es cs mg nso eo ky ca ig da io smj pt uz ce it sn ny fo ho eu kv uk ku-tr ia ie bua sg fj ast ba lg tl mo hu yap kl ki fy wen tt pap-aw ng nn nl su id haw aa br mn-mn sh ay sv sq bi kw sr de kaa be za na lb ts ht,True,Alegreya-BlackItalic,True,common cyrillic greek inherited latin,100,"[('en', 'Black Italic'), ('en', 'Italic')]",False,False,210.0,100.0,,,,
48,otlayout:DFLT otlayout:cyrl otlayout:latn,False,False,"[('en', 'Alegreya')]",HT/Alegreya-Bold.ttf,TrueType,131268,HT  ,"[('en', 'Alegreya Bold')]",0,an el en ty chm gl tr smn kj hr tyv cv mt is gn av st vi bin no wa se lez kwm nr cy hsb kk co sk vo om mh sma pap-an xh li vot tg nb sw az-az et gd sah fil mk sel fr lv nv crh gv ch qu ro wo oc ik jv ku-am lt fi to kum zu bg nds rm ss ms sl pl rn csb so tn fur quz tk bs os ru sm sc rw la es cs mg nso eo ky ca ig da io smj pt uz ce it sn ny fo ho eu kv uk ku-tr ia ie bua sg fj ast ba lg tl mo hu yap kl ki fy wen tt pap-aw ng nn nl su id haw aa br mn-mn sh ay sv sq bi kw sr de kaa be za na lb ts ht,True,Alegreya-Bold,True,common cyrillic greek inherited latin,0,"[('en', 'Bold')]",False,False,200.0,100.0,,,,
49,otlayout:DFLT otlayout:cyrl otlayout:latn,False,False,"[('en', 'Alegreya')]",HT/Alegreya-BoldItalic.ttf,TrueType,131268,HT  ,"[('en', 'Alegreya Bold Italic')]",0,an el en ty chm gl tr smn kj hr tyv cv mt is gn av st vi bin no wa se lez kwm nr cy hsb kk co sk vo om mh sma pap-an xh li vot tg nb sw az-az et gd sah fil mk sel fr lv nv crh gv ch qu ro wo oc ik jv ku-am lt fi to kum zu bg nds rm ss ms sl pl rn csb so tn fur quz tk bs os ru sm sc rw la es cs mg nso eo ky ca ig da io smj pt uz ce it sn ny fo ho eu kv uk ku-tr ia ie bua sg fj ast ba lg tl mo hu yap kl ki fy wen tt pap-aw ng nn nl su id haw aa br mn-mn sh ay sv sq bi kw sr de kaa be za na lb ts ht,True,Alegreya-BoldItalic,True,common cyrillic greek inherited latin,100,"[('en', 'Bold Italic')]",False,False,200.0,100.0,,,,
50,otlayout:DFLT otlayout:cyrl otlayout:latn,False,False,"[('en', 'Alegreya'), ('en', 'Alegreya ExtraBold')]",HT/Alegreya-ExtraBold.ttf,TrueType,131268,HT  ,"[('en', 'Alegreya ExtraBold')]",0,an el en ty chm gl tr smn kj hr tyv cv mt is gn av st vi bin no wa se lez kwm nr cy hsb kk co sk vo om mh sma pap-an xh li vot tg nb sw az-az et gd sah fil mk sel fr lv nv crh gv ch qu ro wo oc ik jv ku-am lt fi to kum zu bg nds rm ss ms sl pl rn csb so tn fur quz tk bs os ru sm sc rw la es cs mg nso eo ky ca ig da io smj pt uz ce it sn ny fo ho eu kv uk ku-tr ia ie bua sg fj ast ba lg tl mo hu yap kl ki fy wen tt pap-aw ng nn nl su id haw aa br mn-mn sh ay sv sq bi kw sr de kaa be za na lb ts ht,True,Alegreya-ExtraBold,True,common cyrillic greek inherited latin,0,"[('en', 'ExtraBold'), ('en', 'Regular')]",False,False,205.0,100.0,,,,
51,otlayout:DFLT otlayout:cyrl otlayout:latn,False,False,"[('en', 'Alegreya'), ('en', 'Alegreya ExtraBold')]",HT/Alegreya-ExtraBoldItalic.ttf,TrueType,131268,HT  ,"[('en', 'Alegreya ExtraBold Italic')]",0,an el en ty chm gl tr smn kj hr tyv cv mt is gn av st vi bin no wa se lez kwm nr cy hsb kk co sk vo om mh sma pap-an xh li vot tg nb sw az-az et gd sah fil mk sel fr lv nv crh gv ch qu ro wo oc ik jv ku-am lt fi to kum zu bg nds rm ss ms sl pl rn csb so tn fur quz tk bs os ru sm sc rw la es cs mg nso eo ky ca ig da io smj pt uz ce it sn ny fo ho eu kv uk ku-tr ia ie bua sg fj ast ba lg tl mo hu yap kl ki fy wen tt pap-aw ng nn nl su id haw aa br mn-mn sh ay sv sq bi kw sr de kaa be za na lb ts ht,True,Alegreya-ExtraBoldItalic,True,common cyrillic greek inherited latin,100,"[('en', 'ExtraBold Italic'), ('en', 'Italic')]",False,False,205.0,100.0,,,,
52,otlayout:DFLT otlayout:cyrl otlayout:latn,False,False,"[('en', 'Alegreya')]",HT/Alegreya-Italic.ttf,TrueType,131268,HT  ,"[('en', 'Alegreya Italic')]",0,an el en ty chm gl tr smn kj hr tyv cv mt is gn av st vi bin no wa se lez kwm nr cy hsb kk co sk vo om mh sma pap-an xh li vot tg nb sw az-az et gd sah fil mk sel fr lv nv crh gv ch qu ro wo oc ik jv ku-am lt fi to kum zu bg nds rm ss ms sl pl rn csb so tn fur quz tk bs os ru sm sc rw la es cs mg nso eo ky ca ig da io smj pt uz ce it sn ny fo ho eu kv uk ku-tr ia ie bua sg fj ast ba lg tl mo hu yap kl ki fy wen tt pap-aw ng nn nl su id haw aa br mn-mn sh ay sv sq bi kw sr de kaa be za na lb ts ht,True,Alegreya-Italic,True,common cyrillic greek inherited latin,100,"[('en', 'Italic')]",False,False,80.0,100.0,,,,
53,otlayout:DFLT otlayout:cyrl otlayout:latn,False,False,"[('en', 'Alegreya'), ('en', 'Alegreya Medium')]",HT/Alegreya-Medium.ttf,TrueType,131268,HT  ,"[('en', 'Alegreya Medium')]",0,an el en ty chm gl tr smn kj hr tyv cv mt is gn av st vi bin no wa se lez kwm nr cy hsb kk co sk vo om mh sma pap-an xh li vot tg nb sw az-az et gd sah fil mk sel fr lv nv crh gv ch qu ro wo oc ik jv ku-am lt fi to kum zu bg nds rm ss ms sl pl rn csb so tn fur quz tk bs os ru sm sc rw la es cs mg nso eo ky ca ig da io smj pt uz ce it sn ny fo ho eu kv uk ku-tr ia ie bua sg fj ast ba lg tl mo hu yap kl ki fy wen tt pap-aw ng nn nl su id haw aa br mn-mn sh ay sv sq bi kw sr de kaa be za na lb ts ht,True,Alegreya-Medium,True,common cyrillic greek inherited latin,0,"[('en', 'Medium'), ('en', 'Regular')]",False,False,100.0,100.0,,,,
54,otlayout:DFLT otlayout:cyrl otlayout:latn,False,False,"[('en', 'Alegreya'), ('en', 'Alegreya Medium')]",HT/Alegreya-MediumItalic.ttf,TrueType,131268,HT  ,"[('en', 'Alegreya Medium Italic')]",0,an el en ty chm gl tr smn kj hr tyv cv mt is gn av st vi bin no wa se lez kwm nr cy hsb kk co sk vo om mh sma pap-an xh li vot tg nb sw az-az et gd sah fil mk sel fr lv nv crh gv ch qu ro wo oc ik jv ku-am lt fi to kum zu bg nds rm ss ms sl pl rn csb so tn fur quz tk bs os ru sm sc rw la es cs mg nso eo ky ca ig da io smj pt uz ce it sn ny fo ho eu kv uk ku-tr ia ie bua sg fj ast ba lg tl mo hu yap kl ki fy wen tt pap-aw ng nn nl su id haw aa br mn-mn sh ay sv sq bi kw sr de kaa be za na lb ts ht,True,Alegreya-MediumItalic,True,common cyrillic greek inherited latin,100,"[('en', 'Medium Italic'), ('en', 'Italic')]",False,False,100.0,100.0,,,,
55,otlayout:DFLT otlayout:cyrl otlayout:latn,False,False,"[('en', 'Alegreya')]",HT/Alegreya-Regular.ttf,TrueType,131268,HT  ,"[('en', 'Alegreya Regular')]",0,an el en ty chm gl tr smn kj hr tyv cv mt is gn av st vi bin no wa se lez kwm nr cy hsb kk co sk vo om mh sma pap-an xh li vot tg nb sw az-az et gd sah fil mk sel fr lv nv crh gv ch qu ro wo oc ik jv ku-am lt fi to kum zu bg nds rm ss ms sl pl rn csb so tn fur quz tk bs os ru sm sc rw la es cs mg nso eo ky ca ig da io smj pt uz ce it sn ny fo ho eu kv uk ku-tr ia ie bua sg fj ast ba lg tl mo hu yap kl ki fy wen tt pap-aw ng nn nl su id haw aa br mn-mn sh ay sv sq bi kw sr de kaa be za na lb ts ht,True,Alegreya-Regular,True,common cyrillic greek inherited latin,0,"[('en', 'Regular')]",False,False,80.0,100.0,,,,
56,otlayout:DFLT otlayout:cyrl otlayout:latn,False,False,"[('en', 'Alegreya SC'), ('en', 'Alegreya SC Black')]",HT/AlegreyaSC-Black.ttf,TrueType,131268,HT  ,"[('en', 'Alegreya SC Black')]",0,an el en ty chm gl tr smn kj hr tyv cv mt is gn av st vi bin no wa se lez kwm nr cy hsb kk co sk vo om mh sma pap-an xh li vot tg nb sw az-az et gd sah fil mk sel fr lv nv crh gv ch qu ro wo oc ik jv ku-am lt fi to kum zu bg nds rm ss ms sl pl rn csb so tn fur quz tk bs os ru sm sc rw la es cs mg nso eo ky ca ig da io smj pt uz ce it sn ny fo ho eu kv uk ku-tr ia ie bua sg fj ast ba lg tl mo hu yap kl ki fy wen tt pap-aw ng nn nl su id haw aa br mn-mn sh ay sv sq bi kw sr de kaa be za na lb ts ht,True,AlegreyaSC-Black,True,common cyrillic greek inherited latin,0,"[('en', 'Black'), ('en', 'Regular')]",False,False,210.0,100.0,,,,
57,otlayout:DFLT otlayout:cyrl otlayout:latn,False,False,"[('en', 'Alegreya SC'), ('en', 'Alegreya SC Black')]",HT/AlegreyaSC-BlackItalic.ttf,TrueType,131268,HT  ,"[('en', 'Alegreya SC Black Italic')]",0,an el en ty chm gl tr smn kj hr tyv cv mt is gn av st vi bin no wa se lez kwm nr cy hsb kk co sk vo om mh sma pap-an xh li vot tg nb sw az-az et gd sah fil mk sel fr lv nv crh gv ch qu ro wo oc ik jv ku-am lt fi to kum zu bg nds rm ss ms sl pl rn csb so tn fur quz tk bs os ru sm sc rw la es cs mg nso eo ky ca ig da io smj pt uz ce it sn ny fo ho eu kv uk ku-tr ia ie bua sg fj ast ba lg tl mo hu yap kl ki fy wen tt pap-aw ng nn nl su id haw aa br mn-mn sh ay sv sq bi kw sr de kaa be za na lb ts ht,True,AlegreyaSC-BlackItalic,True,common cyrillic greek inherited latin,100,"[('en', 'Black Italic'), ('en', 'Italic')]",False,False,210.0,100.0,,,,
58,otlayout:DFLT otlayout:cyrl otlayout:latn,False,False,"[('en', 'Alegreya SC')]",HT/AlegreyaSC-Bold.ttf,TrueType,131268,HT  ,"[('en', 'Alegreya SC Bold')]",0,an el en ty chm gl tr smn kj hr tyv cv mt is gn av st vi bin no wa se lez kwm nr cy hsb kk co sk vo om mh sma pap-an xh li vot tg nb sw az-az et gd sah fil mk sel fr lv nv crh gv ch qu ro wo oc ik jv ku-am lt fi to kum zu bg nds rm ss ms sl pl rn csb so tn fur quz tk bs os ru sm sc rw la es cs mg nso eo ky ca ig da io smj pt uz ce it sn ny fo ho eu kv uk ku-tr ia ie bua sg fj ast ba lg tl mo hu yap kl ki fy wen tt pap-aw ng nn nl su id haw aa br mn-mn sh ay sv sq bi kw sr de kaa be za na lb ts ht,True,AlegreyaSC-Bold,True,common cyrillic greek inherited latin,0,"[('en', 'Bold')]",False,False,200.0,100.0,,,,
59,otlayout:DFLT otlayout:cyrl otlayout:latn,False,False,"[('en', 'Alegreya SC')]",HT/AlegreyaSC-BoldItalic.ttf,TrueType,131268,HT  ,"[('en', 'Alegreya SC Bold Italic')]",0,an el en ty chm gl tr smn kj hr tyv cv mt is gn av st vi bin no wa se lez kwm nr cy hsb kk co sk vo om mh sma pap-an xh li vot tg nb sw az-az et gd sah fil mk sel fr lv nv crh gv ch qu ro wo oc ik jv ku-am lt fi to kum zu bg nds rm ss ms sl pl rn csb so tn fur quz tk bs os ru sm sc rw la es cs mg nso eo ky ca ig da io smj pt uz ce it sn ny fo ho eu kv uk ku-tr ia ie bua sg fj ast ba lg tl mo hu yap kl ki fy wen tt pap-aw ng nn nl su id haw aa br mn-mn sh ay sv sq bi kw sr de kaa be za na lb ts ht,True,AlegreyaSC-BoldItalic,True,common cyrillic greek inherited latin,100,"[('en', 'Bold Italic')]",False,False,200.0,100.0,,,,
60,otlayout:DFLT otlayout:cyrl otlayout:latn,False,False,"[('en', 'Alegreya SC'), ('en', 'Alegreya SC ExtraBold')]",HT/AlegreyaSC-ExtraBold.ttf,TrueType,131268,HT  ,"[('en', 'Alegreya SC ExtraBold')]",0,an el en ty chm gl tr smn kj hr tyv cv mt is gn av st vi bin no wa se lez kwm nr cy hsb kk co sk vo om mh sma pap-an xh li vot tg nb sw az-az et gd sah fil mk sel fr lv nv crh gv ch qu ro wo oc ik jv ku-am lt fi to kum zu bg nds rm ss ms sl pl rn csb so tn fur quz tk bs os ru sm sc rw la es cs mg nso eo ky ca ig da io smj pt uz ce it sn ny fo ho eu kv uk ku-tr ia ie bua sg fj ast ba lg tl mo hu yap kl ki fy wen tt pap-aw ng nn nl su id haw aa br mn-mn sh ay sv sq bi kw sr de kaa be za na lb ts ht,True,AlegreyaSC-ExtraBold,True,common cyrillic greek inherited latin,0,"[('en', 'ExtraBold'), ('en', 'Regular')]",False,False,205.0,100.0,,,,
61,otlayout:DFLT otlayout:cyrl otlayout:latn,False,False,"[('en', 'Alegreya SC'), ('en', 'Alegreya SC ExtraBold')]",HT/AlegreyaSC-ExtraBoldItalic.ttf,TrueType,131268,HT  ,"[('en', 'Alegreya SC ExtraBold Italic')]",0,an el en ty chm gl tr smn kj hr tyv cv mt is gn av st vi bin no wa se lez kwm nr cy hsb kk co sk vo om mh sma pap-an xh li vot tg nb sw az-az et gd sah fil mk sel fr lv nv crh gv ch qu ro wo oc ik jv ku-am lt fi to kum zu bg nds rm ss ms sl pl rn csb so tn fur quz tk bs os ru sm sc rw la es cs mg nso eo ky ca ig da io smj pt uz ce it sn ny fo ho eu kv uk ku-tr ia ie bua sg fj ast ba lg tl mo hu yap kl ki fy wen tt pap-aw ng nn nl su id haw aa br mn-mn sh ay sv sq bi kw sr de kaa be za na lb ts ht,True,AlegreyaSC-ExtraBoldItalic,True,common cyrillic greek inherited latin,100,"[('en', 'ExtraBold Italic'), ('en', 'Italic')]",False,False,205.0,100.0,,,,
62,otlayout:DFLT otlayout:cyrl otlayout:latn,False,False,"[('en', 'Alegreya SC')]",HT/AlegreyaSC-Italic.ttf,TrueType,131268,HT  ,"[('en', 'Alegreya SC Italic')]",0,an el en ty chm gl tr smn kj hr tyv cv mt is gn av st vi bin no wa se lez kwm nr cy hsb kk co sk vo om mh sma pap-an xh li vot tg nb sw az-az et gd sah fil mk sel fr lv nv crh gv ch qu ro wo oc ik jv ku-am lt fi to kum zu bg nds rm ss ms sl pl rn csb so tn fur quz tk bs os ru sm sc rw la es cs mg nso eo ky ca ig da io smj pt uz ce it sn ny fo ho eu kv uk ku-tr ia ie bua sg fj ast ba lg tl mo hu yap kl ki fy wen tt pap-aw ng nn nl su id haw aa br mn-mn sh ay sv sq bi kw sr de kaa be za na lb ts ht,True,AlegreyaSC-Italic,True,common cyrillic greek inherited latin,100,"[('en', 'Italic')]",False,False,80.0,100.0,,,,
63,otlayout:DFLT otlayout:cyrl otlayout:latn,False,False,"[('en', 'Alegreya SC'), ('en', 'Alegreya SC Medium')]",HT/AlegreyaSC-Medium.ttf,TrueType,131268,HT  ,"[('en', 'Alegreya SC Medium')]",0,an el en ty chm gl tr smn kj hr tyv cv mt is gn av st vi bin no wa se lez kwm nr cy hsb kk co sk vo om mh sma pap-an xh li vot tg nb sw az-az et gd sah fil mk sel fr lv nv crh gv ch qu ro wo oc ik jv ku-am lt fi to kum zu bg nds rm ss ms sl pl rn csb so tn fur quz tk bs os ru sm sc rw la es cs mg nso eo ky ca ig da io smj pt uz ce it sn ny fo ho eu kv uk ku-tr ia ie bua sg fj ast ba lg tl mo hu yap kl ki fy wen tt pap-aw ng nn nl su id haw aa br mn-mn sh ay sv sq bi kw sr de kaa be za na lb ts ht,True,AlegreyaSC-Medium,True,common cyrillic greek inherited latin,0,"[('en', 'Medium'), ('en', 'Regular')]",False,False,100.0,100.0,,,,
